"703",0
"704",36
"705",7
"706",1867
"707",385
"708",803
"709",0
"710",778
"711",5244
"712",4032
"713",3761
"714",2297
"715",151354
"716",246027
"717",21826
"718",1771
"719",566
"720",161
"721",739
"722",2354
"723",0
"724",8
"725",2692
"726",96
"727",2151
"728",27
"729",969
"730",3926
"731",0
"732",24253
"733",51
"734",7272
"735",10
"736",53
"737",2377
"738",1392
"739",322
"740",864
"741",1899
"742",17542
"743",57
"744",257
"745",0
"746",1153
"747",202
"748",0
"749",376
"750",323
"751",0
"752",0
"753",218
"754",218
"755",620
"756",14111
"757",0
"758",0
"759",0
"760",0
"761",130569
"762",946
"763",34
"764",1755
"765",166
"766",16
"767",9
"768",630
"769",0
"770",392
"771",5504
"772",19
"773",9968
"774",14213
"775",622
"776",136
"777",24163
"778",0
"779",6125
"780",6749
"781",0
"782",12233
"783",3890
"784",33570
"785",11477
"786",0
"787",0
"788",66252
"789",26226
"790",374
"791",45713
"792",117
"793",646
"794",1445
"795",126626
"796",3858
"797",318
"798",2751
"799",1624
"800",15355
"801",10281
"802",85
"803",288
"804",32
"805",0
"806",3
"807",113409
"808",101
"809",65631
"810",847
"811",0
"812",114
"813",562
"814",82
"815",5107
"816",21978
"817",271
"818",0
"819",0
"820",21
"821",383
"822",4949
"823",0
"824",1045
"825",0
"826",13533
"827",0
"828",0
"829",51985
"830",8218
"831",1702
"832",1955
"833",287
"834",1486
"835",9402
"836",2091
"837",2
"838",1952
"839",5037
"840",25339
"841",491
"842",7
"843",12441
"844",29
"845",21380
"846",161
"847",3851
"848",1347
"849",31781
"850",72
"851",451
"852",340
"853",0
"854",2573
