"1",NA
"2",948
"3",18750
"4",0
"5",1180
"6",50961
"7",262
"8",664
"9",186060
"10",662
"11",3
"12",6027
"13",684
"14",10
"15",661
"16",0
"17",5006
"18",1
"19",2247
"20",74
"21",1829
"22",8
"23",14773
"24",2731
"25",15727
"26",10423
"27",53405
"28",898
"29",4757
"30",311259
"31",220
"32",0
"33",290
"34",5661
"35",435
"36",16293
"37",118553
"38",177
"39",172437
"40",70492
"41",223
"42",1492
"43",916
"44",313
"45",43
"46",90365
"47",1214
"48",2
"49",1535
"50",200
"51",1825
"52",18
"53",9983
"54",7031
"55",265
"56",42
"57",0
"58",803
"59",713823
"60",2108
"61",121
"62",1506
"63",89705
"64",4044
"65",0
"66",2801
"67",828
"68",57038
"69",11469
"70",10
"71",1997
"72",21013
"73",138
"74",13238
"75",40486
"76",92
"77",0
"78",0
"79",0
"80",1749
"81",77
"82",1018
"83",108
"84",19
"85",39
"86",25801
"87",12
"88",27399
"89",279
"90",337
"91",1
"92",233
"93",9612
"94",170
"95",368
"96",92
"97",3354
"98",68064
"99",587
"100",547
"101",29991
"102",17
"103",51
"104",184
"105",1076
"106",24
"107",10126
"108",567
"109",0
"110",2745
"111",0
"112",963
"113",75869
"114",9778
"115",116
"116",135
"117",70
"118",974
"119",0
"120",753
"121",11
"122",420
"123",39
"124",277
"125",4670
"126",4
"127",112
"128",832
"129",0
"130",387
"131",1
"132",419
"133",0
"134",2736
"135",105
"136",0
"137",38
"138",146
"139",2905
"140",110
"141",167
"142",423
"143",24478
"144",509
"145",24
"146",4351
"147",23351
"148",67142
"149",1319
"150",20
"151",928
"152",443
"153",7
"154",0
"155",11135
"156",1698
"157",12495
"158",0
"159",0
"160",0
"161",0
"162",40403
"163",6062
"164",22
"165",348
"166",52
"167",2570
"168",1067
"169",7931
"170",0
"171",35
"172",0
"173",1234
"174",863
"175",0
"176",683
"177",1525
"178",37721
"179",444
"180",321
"181",6446
"182",160
"183",488
"184",0
"185",871
"186",488
"187",0
"188",5034
"189",211
"190",0
"191",0
"192",0
"193",0
"194",883
"195",0
"196",920
"197",35388
"198",7389
"199",90
"200",2246
"201",2545
"202",4479
"203",3246
"204",98
"205",0
"206",11480
"207",215
"208",529
"209",3
"210",0
"211",44495
"212",8
"213",84
"214",207
"215",0
"216",335
"217",1217
"218",110
"219",1409
"220",9927
"221",712
"222",109
"223",11149
"224",6556
"225",180
"226",0
"227",133
"228",100298
"229",1730
"230",117
"231",77
"232",35385
"233",14
"234",564
"235",76582
"236",47
"237",89
"238",519
"239",1126
"240",11960
"241",200
"242",0
"243",212
"244",495
"245",1950
"246",40
"247",6
"248",20
"249",268
"250",15139
"251",6972
"252",1971
"253",212
"254",113
"255",118
"256",291
"257",97
"258",0
"259",55040
"260",16412
"261",3114
"262",9424
"263",859
"264",12
"265",12143
"266",1117
"267",45
"268",11553
"269",77
"270",0
"271",61324
"272",273
"273",1208
"274",7896
"275",82
"276",1
"277",42
"278",19
"279",11004
"280",3707
"281",2305
"282",5648
"283",0
"284",0
"285",59
"286",58
"287",0
"288",6676
"289",18
"290",1752
"291",26196
"292",637
"293",219
"294",68
"295",2
"296",794
"297",50
"298",14012
"299",40
"300",57
"301",0
"302",99
"303",58
"304",0
"305",14
"306",0
"307",69
"308",6681
"309",72
"310",0
"311",837
"312",78179
"313",472
"314",24051
"315",1351
"316",1467
"317",0
"318",444
"319",72415
"320",50
"321",24115
"322",267
"323",0
"324",1292
"325",0
"326",71
"327",366
"328",7338
"329",12
"330",4599
"331",16
"332",6822
"333",88996
"334",4816
"335",102714
"336",111688
"337",8502
"338",46405
"339",1144
"340",9128
"341",1032
"342",641
"343",8
"344",476
"345",401
"346",0
"347",1155
"348",2127
"349",0
"350",16
"351",420417
"352",1185
"353",68301
"354",40
"355",152
"356",4149
"357",58
"358",3644
"359",3788
"360",19974
"361",24098
"362",7591
"363",50
"364",226
"365",17315
"366",2122
"367",93955
"368",68
"369",323
"370",63
"371",16
"372",86
"373",2298
"374",4188
"375",1497
"376",2077
"377",1
"378",61
"379",2450
"380",406
"381",53
"382",3650
"383",493
"384",2352
"385",0
"386",0
"387",2108
"388",879
"389",563
"390",375
"391",0
"392",1810
"393",0
"394",0
"395",2156
"396",3680
"397",212
"398",7625
"399",1308
"400",219
"401",818
"402",26
"403",1688
"404",0
"405",367
"406",85
"407",272
"408",483
"409",1406
"410",249
"411",0
"412",0
"413",2451
"414",20
"415",34347
"416",193
"417",9
"418",6620
"419",4
"420",317
"421",196340
"422",1057
"423",1823
"424",1
"425",1
"426",7097
"427",0
"428",1422
"429",570
"430",187
"431",1987
"432",326
"433",3621
"434",68563
"435",14736
"436",90
"437",58
"438",5894
"439",595
"440",6
"441",2130
"442",63616
"443",418
"444",18
"445",49
"446",1308
"447",136128
"448",1284
"449",1205
"450",259
"451",4790
"452",44
"453",2768
"454",7473
"455",1355
"456",509
"457",56
"458",6668
"459",682614
"460",68
"461",0
"462",102
"463",146
"464",39856
"465",10524
"466",8401
"467",495
"468",8242
"469",25907
"470",7910
"471",1782
"472",53
"473",100
"474",200
"475",108
"476",52
"477",4230
"478",3418
"479",3
"480",122
"481",128
"482",208
"483",211
"484",2964
"485",274
"486",6656
"487",1493
"488",1652
"489",2653
"490",3181
"491",1605
"492",11
"493",20
"494",19498
"495",0
"496",85
"497",31038
"498",82166
"499",2651
"500",122092
"501",50458
"502",9427
"503",22
"504",323
"505",8550
"506",10914
"507",4288
"508",0
"509",803
"510",1036
"511",1090
"512",144
"513",166
"514",2215
"515",4737
"516",5430
"517",148
"518",44940
"519",3720
"520",10
"521",766
"522",39
"523",57868
"524",8754
"525",17443
"526",3139
"527",0
"528",541
"529",205
"530",18
"531",50
"532",128
"533",495
"534",0
"535",0
"536",3404
"537",271
"538",0
"539",73
"540",420417
"541",51276
"542",439
"543",2318
"544",42346
"545",34
"546",0
"547",0
"548",331
"549",13
"550",228
"551",50
"552",93
"553",0
"554",0
"555",0
"556",0
"557",596
"558",35254
"559",2100
"560",4639
"561",1919
"562",52409
"563",2294
"564",0
"565",602
"566",0
"567",0
"568",0
"569",6
"570",500
"571",3692
"572",211
"573",173
"574",121
"575",916
"576",0
"577",837
"578",247
"579",20893
"580",2114
"581",0
"582",20
"583",549
"584",2936
"585",1608
"586",5883
"587",21752
"588",105
"589",141177
"590",198
"591",73361
"592",1056
"593",63
"594",0
"595",124981
"596",76062
"597",8
"598",295
"599",1506
"600",5269
"601",45
"602",302
"603",179
"604",23091
"605",0
"606",21792
"607",13142
"608",7517
"609",0
"610",0
"611",0
"612",0
"613",93
"614",2789
"615",137
"616",37693
"617",171
"618",1614
"619",0
"620",1245
"621",10514
"622",664
"623",0
"624",0
"625",11369
"626",29183
"627",118553
"628",17243
"629",108
"630",81403
"631",14669
"632",213575
"633",0
"634",35802
"635",728
"636",12261
"637",322726
"638",10
"639",4779
"640",0
"641",28484
"642",88
"643",0
"644",52
"645",0
"646",945
"647",6185
"648",563
"649",0
"650",0
"651",138
"652",0
"653",594
"654",23
"655",0
"656",545
"657",11
"658",171
"659",118
"660",10
"661",0
"662",11201
"663",184
"664",4687
"665",302
"666",16791
"667",79
"668",493
"669",3357
"670",0
"671",0
"672",1647
"673",486
"674",1519
"675",167
"676",97
"677",62
"678",0
"679",378
"680",217
"681",24
"682",110
"683",0
"684",362
"685",3505
"686",254
"687",0
"688",12
"689",0
"690",154
"691",13565
"692",258
"693",550
"694",810
"695",0
"696",47
"697",0
"698",4438
"699",1004
"700",4002
"701",139215
"702",0
